"","higher_taxon","family","length_min","length_max","mass_reference","larva_terrestrial","larva_aquatic","adult_terrestrial","adult_aquatic","phytophagous","zoophagous","mycetophagous","saprophagous","detritophagous","coprophagous","phyllophagous","saproxylic","sap_sucking","stem","flower","seed","gall_inducing","miners","roots","not_specified","predator","micropredator","parasite","parasitoid","necrophorous","sub_family","main_feeding_niche_ronquist","main_feeding_habitat_ronquist","in_IBA"
"11","Siphonaptera","Pulicidae",1,10,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"Saprophagous","Temporary habitats",FALSE
"12","Siphonaptera","Vermipsyllidae",1,10,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"Saprophagous","Temporary habitats",FALSE
"13","Strepsiptera","Corioxenidae",1,7.5,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Predator",NA,FALSE
"14","Strepsiptera","Elenchidae",1,7.5,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Phytophage-parasitoid","Plants",TRUE
"15","Strepsiptera","Halictophagidae",1,7.5,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Phytophage-parasitoid","Plants",TRUE
"16","Strepsiptera","Stylopidae",1,7.5,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Phytophage-parasitoid","Plants",TRUE
"17","Strepsiptera","Xenidae",1,7.5,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Phytophage-parasitoid","Plants",FALSE
"18","Protura","Acerentomidae",0.6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Soil",FALSE
"19","Protura","Eosentomidae",0.6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Soil",FALSE
"20","Archaeognatha",NA,10,12,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"21","Blattodea","Blaberidae",2.5,75,"(Arnett, 2000)/(Hogue, 1993)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"22","Blattodea","Blattidae",18,45,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"23","Blattodea","Cryptocercidae",24,29,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"24","Blattodea","Ectobiidae",8,18,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"25","Blattodea","Corydiidae",15,24,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"26","Coleoptera","Amphizoidae",11,16,"(Parker, 1982) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"27","Coleoptera","Aspidytidae",4.8,7,"(Beutel & Leschen, 2005) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"28","Coleoptera","Carabidae",1,85,"(Beutel & Leschen, 2005) ",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Soil",TRUE
"29","Coleoptera","Dytiscidae",1,48,"(Beutel & Leschen, 2005)",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",TRUE
"30","Coleoptera","Gyrinidae",3,15,"(Parker, 1982)",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",FALSE
"31","Coleoptera","Haliplidae",2,6,"(Parker, 1982)",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Saprophagous","Water",FALSE
"32","Coleoptera","Hygrobiidae",8,10,"(Parker, 1982)",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",FALSE
"33","Coleoptera","Noteridae",1,5.8,"(Beutel & Leschen, 2005)",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",FALSE
"34","Coleoptera","Trachypachidae",3.8,7,"(Beutel & Leschen, 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Predator","Soil",FALSE
"35","Coleoptera","Cupedidae",5,22,"(Beutel & Leschen, 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"36","Coleoptera","Micromalthidae",1.5,2.5,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"37","Coleoptera","Ommatidae",6,27,"(Beutel & Leschen, 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"38","Coleoptera","Lepiceridae",1.5,2,"(Beutel & Leschen, 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"39","Coleoptera","Hydroscaphidae",1,2,"(Beutel & Leschen, 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"40","Coleoptera","Sphaeriusidae",0.5,1.2,"(Beutel & Leschen, 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Water",FALSE
"41","Coleoptera","Torridincolidae",1,2.7,"(Beutel & Leschen, 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"42","Coleoptera","Aderidae",1,4,"(Arnett et al., 2010)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"43","Coleoptera","Agyrtidae",4,14,"(Arnett et al., eds, 2000)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"44","Coleoptera","Alexiidae",1.2,1.7,"(Shockley, 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Fungi",FALSE
"45","Coleoptera","Anobiidae",1,9,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"46","Coleoptera","Anthicidae",1.5,15,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"47","Coleoptera","Anthribidae",1,20,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"48","Coleoptera","Polyphaga",2.5,10,"(Leschen et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"49","Coleoptera","Attelabidae",1,18,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"50","Coleoptera","Belidae",4.5,20,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"51","Coleoptera","Biphyllidae",1.5,8,"(Parker, 1982)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Fungi",FALSE
"52","Coleoptera","Boridae",8,25,"(Arnett et al., 2010) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Wood",FALSE
"53","Coleoptera","Bostrichidae",1,50,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Wood",TRUE
"54","Coleoptera","Bothrideridae",1.5,13,"(Arnett et al., 2010)",1,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Predator","Wood",FALSE
"55","Coleoptera","Brachyceridae",1.5,6,"(Arnett et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"56","Coleoptera","Brentidae",3,80,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"57","Coleoptera","Buprestidae",1.5,60,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,0.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Wood",TRUE
"58","Coleoptera","Byrrhidae",1.5,10,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"59","Coleoptera","Byturidae",2.5,8,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"60","Coleoptera","Callirhipidae",9,23,"(Arnett et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"61","Coleoptera","Cantharidae",1.5,30,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Soil",TRUE
"62","Coleoptera","Cephaloidae",4.2,22,"(Leschen et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"63","Coleoptera","Cerambycidae",2,200,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,0.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Wood",TRUE
"64","Coleoptera","Ceratocanthidae",2,9,"(Arnett et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"65","Coleoptera","Cerylonidae",1,4,"(Parker, 1982)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"66","Coleoptera","Chelonariidae",2.5,10,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"67","Coleoptera","Chrysomelidae",1,40,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"68","Coleoptera","Ciidae",0.5,7,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Fungi",TRUE
"69","Coleoptera","Clambidae",0.7,2,"(Parker, 1982)",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"70","Coleoptera","Cleridae",2,25,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Wood",TRUE
"71","Coleoptera","Coccinellidae",1,10,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Plants",TRUE
"72","Coleoptera","Corylophidae",0.7,2.3,"(Parker, 1982)",1,0,1,0,0.2,0,0,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"73","Coleoptera","Cryptophagidae",1,4,"(Parker, 1982)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"74","Coleoptera","Cucujidae",2.5,25,"(Leschen et al., 2010)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",FALSE
"75","Coleoptera","Curculionidae",1,55,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0.4,0.1,0,0.1,0.1,0.1,0,0,0.2,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"76","Coleoptera","Dascillidae",6,20,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"Saprophagous","Soil",FALSE
"77","Coleoptera","Dermestidae",1,12,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.8,NA,"Saprophagous","Temporary habitats",TRUE
"78","Coleoptera","Derodontidae",1.5,4,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Plants",FALSE
"79","Coleoptera","Discolomatidae",1.1,8,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"80","Coleoptera","Drilidae",3,10,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Soil",TRUE
"81","Coleoptera","Dryopidae",2,8,"(Parker, 1982)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",FALSE
"82","Coleoptera","Elateridae",1.5,60,"(Parker, 1982)",1,0,1,0,0.5,0.5,0,0,0,0,0,0.7,0,0,0,0,0,0,0.3,0,1,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"83","Coleoptera","Elmidae",1,8,"(Parker, 1982)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",FALSE
"84","Coleoptera","Endomychidae",1,18,"(Parker, 1982)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Fungi",TRUE
"85","Coleoptera","Epimetopidae",1,4,"(Beutel & Leschen, 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"86","Coleoptera","Erotylidae",2.5,25,"(Parker, 1982)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Fungi",TRUE
"87","Coleoptera","Eucinetidae",0.8,4,"(Parker, 1982)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Soil",FALSE
"88","Coleoptera","Eucnemidae",1.5,40,"(Leschen et al., 2010)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"89","Coleoptera","Eulichadidae",15,25,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"90","Coleoptera","Georissidae",1,3,"(Parker, 1982)",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",FALSE
"91","Coleoptera","Geotrupidae",5,45,"(Arnett et al., 2010) ",1,0,1,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Temporary habitats",TRUE
"92","Coleoptera","Glaphyridae",6,20,"(Arnett et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"93","Coleoptera","Glaresidae",2.5,6,"(Arnett et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"94","Coleoptera","Helophoridae",2,9,"(Beutel & Leschen, 2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Water",TRUE
"95","Coleoptera","Helotidae",6,16,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"96","Coleoptera","Heteroceridae",1,8,"(Arnett et al., 2010)",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",TRUE
"97","Coleoptera","Histeridae",0.5,20,"Parker et al 82",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Temporary habitats",TRUE
"98","Coleoptera","Hybosoridae",5,7,"(Arnett et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"99","Coleoptera","Hydraenidae",1.2,3,"(Parker, 1982)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",TRUE
"100","Coleoptera","Hydrochidae",2,4,"(Jäch & Balke, 2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Water",FALSE
"101","Coleoptera","Hydrophilidae",1,40,"(Parker, 1982)",0.4,0.6,0.4,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",TRUE
"102","Coleoptera","Ithyceridae",12,15,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"103","Coleoptera","Kateretidae",1.3,6,"(Hisamatsu, 2011)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"104","Coleoptera","Laemophloeidae",1,5,"(Arnett et al., 2010)",1,0,1,0,1,0,0,0,0,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"105","Coleoptera","Lampyridae",4,30,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Soil",TRUE
"106","Coleoptera","Languriidae",1.2,25,"(Parker, 1982)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Fungi",FALSE
"107","Coleoptera","Latridiidae",1,3,"(Shockley et al., 2011)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"108","Coleoptera","Leiodidae",1,7,"(Parker, 1982)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"109","Coleoptera","Limnichidae",0.8,3,"(Parker, 1982)",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",FALSE
"110","Coleoptera","Lucanidae",4,80,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"111","Coleoptera","Lutrochidae",3,5,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"112","Coleoptera","Lycidae",3,22,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Predator","Soil",TRUE
"113","Coleoptera","Lymexylidae",5,40,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phytophagous","Wood",TRUE
"114","Coleoptera","Mauroniscidae",2,4.5,"(Leschen et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"115","Coleoptera","Melandryidae",1.2,19,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Predator","Wood",TRUE
"116","Coleoptera","Meloidae",5,33,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,0,0,NA,"Phytophage-parasitoid","Soil",TRUE
"117","Coleoptera","Melyridae",1,20,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator",NA,TRUE
"118","Coleoptera","Monotomidae",1.3,5,"(Parker, 1982)",1,0,1,0,0.5,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"119","Coleoptera","Mordellidae",2,15,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,0.1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"120","Coleoptera","Mycetophagidae",0.8,6.5,"(Parker, 1982)",1,0,1,0,0.2,0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Fungi",TRUE
"121","Coleoptera","Nemonychidae",4,6,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
